"ID","DNI","NOMBRE","APELLIDO1","APELLIDO2","EMAIL_INSTITUCIONAL","EMAIL_PERSONAL","TELEFONO","MOVIL","CALLE","LOCALIDAD","PROVINCIA","CP"
779,"86970042S","Júpiter","Sanabria","Balderas","06104100770@uma.es","JupiterSanabriaBalderas@fleckens.hu","786 970 042","790 960 175","C/ Pablo Iglesias 28","Manjarrés","MÁLAGA","26315"
780,"30445361R","Lupo","Rangel","Lara","06104100771@uma.es","LupoRangelLara@gustr.com","730 445 361","648 182 469","Quevedo 5","San Sadurniño","MÁLAGA","15560"
781,"30798773L","Ibero","Ledesma","Meza","06104100772@uma.es","IberoLedesmaMeza@gustr.com","630 798 773","657 549 420","Bouciña 34","El Morell","MÁLAGA","43760"
782,"98521784G","Baldomero","Gómez","Bravo","06104200773@uma.es","BaldomeroGomezBravo@teleworm.us","698 521 784","724 173 112","Avda. Rio Nalon 92","Ribera de Arriba","CORDOBA","33172"
783,"42700457G","Christopher","Galván","Garrido","06105600774@uma.es","ChristopherGalvanGarrido@armyspy.com","742 700 457","719 676 931","Lamas Carbajal 8","Pruna","MÁLAGA","41670"
784,"61127315U","Apólito","Urías","Peralta","06104200775@uma.es","ApolitoUriasPeralta@dayrep.com","761 127 315","607 170 417","Comandante Izarduy 89","Sitges","MÁLAGA","08870"
785,"97158082J","Felix","Jáquez","Rodriguez","06104100776@uma.es","FelixJaquezRodriguez@cuvox.de","697 158 082","793 813 371","C/ Eras 48","Pedrezuela","ALMERIA","28723"
786,"33742037S","Sigfrido","Saldana","Barrientos","06104200777@uma.es","SigfridoSaldanaBarrientos@rhyta.com","733 742 037","601 516 833","Avda. Los llanos 38","Cordovín","ZARAGOZA","26311"
787,"12179261F","Dalmiro","Ferrer","Laureano","06104100778@uma.es","DalmiroFerrerLaureano@cuvox.de","712 179 261","758 380 227","Cruce Casa de Postas 11","Bubión","MÁLAGA","18412"
788,"50643660Q","Apollo","Quintanilla","Alcantar","06104200779@uma.es","ApolloQuintanillaAlcantar@fleckens.hu","750 643 660","792 641 044","Fuente del Gallo 62","A Coruña","MÁLAGA","15000"
789,"74169228A","Kirios","Anguiano","Carranza","06104200780@uma.es","KiriosAnguianoCarranza@superrito.com","774 169 228","695 200 069","C/ Angosto 44","Sabiote","MÁLAGA","23410"
790,"67610261V","Danel","Valadez","Blanco","06104100781@uma.es","DanelValadezBlanco@einrot.com","767 610 261","683 292 361","Paraguay 96","la Romana","MÁLAGA","03669"
791,"30200682C","Lizie","Curiel","Cervantes","06104300782@uma.es","LizieCurielCervantes@rhyta.com","730 200 682","760 199 257","C/ Benito Guinea 14","Alella","CIUDAD REAL","08328"
792,"44860091B","Anacleto","Barraza","Gurule","06104200783@uma.es","AnacletoBarrazaGurule@superrito.com","644 860 091","603 969 971","Comandante Izarduy 70","Sant Joan Despí","MÁLAGA","08970"
793,"30060167M","Faraón","Marroquín","Reyes","06105600784@uma.es","FaraonMarroquinReyes@jourrapide.com","730 060 167","753 351 274","Avda. Generalísimo 54","Leitza","MÁLAGA","31880"
794,"90960175G","Aram","Guzmán","Madrid","06104100785@uma.es","AramGuzmanMadrid@armyspy.com","790 960 175","604 573 575","Paseo Junquera 59","Fuente la Reina","MÁLAGA","12428"
795,"48182469S","Edelmira","Sepúlveda","Escalante","06104200786@uma.es","EdelmiraSepulvedaEscalante@teleworm.us","648 182 469","785 440 989","Camiño Real 16","Zierbena","MÁLAGA","48508"
796,"57549420G","Bartelemy","Gómez","Quesada","06104300787@uma.es","BartelemyGomezQuesada@rhyta.com","657 549 420","659 074 482","Caño 28","A Merca","MÁLAGA","32830"
797,"24173112P","Damiana","Parra","Ocasio","06104300788@uma.es","DamianaParraOcasio@teleworm.us","724 173 112","736 354 358","Antonio Vázquez 50","San Andrés y Sauces","CORDOBA","38720"
798,"19676931T","Ezra","Tejada","Cazares","06105600789@uma.es","EzraTejadaCazares@dayrep.com","719 676 931","754 039 512","Cádiz 37","Guadix","MÁLAGA","18500"
799,"07170417C","Cesarión","Casas","Gurule","06104100790@uma.es","CesarionCasasGurule@rhyta.com","607 170 417","765 248 006","Cercas Bajas 81","La Llagosta","MÁLAGA","08120"
800,"93813371P","Júpiter","Palomino","Moreno","06104200791@uma.es","JupiterPalominoMoreno@gustr.com","793 813 371","782 134 807","Fuente del Gallo 7","Luque","CADIZ","14880"
801,"01516833M","Licas","Murillo","Morales","06104200792@uma.es","LicasMurilloMorales@superrito.com","601 516 833","735 097 087","C/ Eras 16","Villavieja del Lozoya","MÁLAGA","28739"
802,"58380227D","Ilana","Domínquez","Macias","06104100793@uma.es","IlanaDominquezMacias@jourrapide.com","758 380 227","661 421 824","Avda. Explanada Barnuevo 30","Agüimes","MÁLAGA","35260"
803,"92641044R","Dara","Roybal","Vazquez","06105600794@uma.es","DaraRoybalVazquez@fleckens.hu","792 641 044","781 083 170","C/ Henan Cortes 54","Alfarnate","MÁLAGA","29194"
804,"95200069G","Naiquen","Galvez","Ordonez","06104100795@uma.es","NaiquenGalvezOrdonez@einrot.com","695 200 069","732 614 853","Plaza de España 82","Melide","CORDOBA","15800"
805,"83292361R","Nuncio","Rael","Parra","06104100796@uma.es","NuncioRaelParra@rhyta.com","683 292 361","741 538 596","C/ Henan Cortes 17","Coín","MÁLAGA","29100"
806,"60199257S","Sandro","Santiago","Garibay","06107300797@uma.es","SandroSantiagoGaribay@einrot.com","760 199 257","612 278 215","Paraguay 72","Ondara","MÁLAGA","03760"
807,"03969971R","Tertulio","Ruelas","Salinas","06104100798@uma.es","TertulioRuelasSalinas@superrito.com","603 969 971","711 658 248","Calle Carril de la Fuente 31","Retuerta del Bullaque","CORDOBA","13194"
808,"53351274C","Licinio","Concepción","Bonilla","06104200799@uma.es","LicinioConcepcionBonilla@einrot.com","753 351 274","601 969 431","C/ Henan Cortes 59","Alhaurín de la Torre","MÁLAGA","29130"
809,"04573575V","Néstor","Vela","Verdugo","06105600800@uma.es","NestorVelaVerdugo@superrito.com","604 573 575","726 461 151","Avenida Cervantes 42","Ereño","MÁLAGA","48313"
810,"85440989M","Chantal","Márquez","Mota","06104300801@uma.es","ChantalMarquezMota@armyspy.com","785 440 989","766 057 568","Visitación de la Encina 69","Santibáñez de Béjar","MÁLAGA","37740"
811,"59074482B","Vero","Blanco","Tamez","06104100802@uma.es","VeroBlancoTamez@rhyta.com","659 074 482","635 036 208","San Andrés 32","Villares de Yeltes","MÁLAGA","37267"
812,"36354358P","Sófocles","Parra","Mejia","06104100803@uma.es","SofoclesParraMejia@fleckens.hu","736 354 358","689 318 959","Rosa de los Vientos 41","Fuenllana","MÁLAGA","13333"
813,"54039512A","Maitena","Almanza","Gutierrez","06104300804@uma.es","MaitenaAlmanzaGutierrez@cuvox.de","754 039 512","680 333 620","Antonio Vázquez 25","Villa de Mazo","MÁLAGA","38730"
814,"65248006F","Othmaro","Frías","Lara","06105600805@uma.es","OthmaroFriasLara@einrot.com","765 248 006","689 076 736","Avda. Los llanos 47","Villalba de Rioja","CORDOBA","26292"
815,"82134807F","Wilma","Farías","Cervantes","06105600806@uma.es","WilmaFariasCervantes@armyspy.com","782 134 807","782 156 355","C/ Cuesta del  Álamo 25","Mollina","MÁLAGA","29532"
816,"35097087M","Cannan","Montano","Barrios","06104100807@uma.es","CannanMontanoBarrios@cuvox.de","735 097 087","601 458 031","Avda. Andalucía 98","Ajamil","MÁLAGA","26133"
817,"61421824R","Laureana","Rosado","Ramirez","06104200808@uma.es","LaureanaRosadoRamirez@superrito.com","661 421 824","752 903 578","Cercas Bajas 64","Sant Antoni de Portmany","MÁLAGA","07820"
1222,"82724565P","Ayax","Paredes","Quezada","06104201213@uma.es","AyaxParedesQuezada@cuvox.de","682 724 565","679 649 374","Plaza Maior 1","Lumbrales","MÁLAGA","37240"
1223,"64208687F","Juvencia","Farías","Portillo","06105601214@uma.es","JuvenciaFariasPortillo@fleckens.hu","664 208 687","609 385 399","José matía 87","La Herrera","CORDOBA","02162"
1224,"42373861V","Clovis","Velásquez","Caban","06104201215@uma.es","ClovisVelasquezCaban@superrito.com","642 373 861","753 357 710","Cañadilla 96","Aínsa-Sobrarbe","MÁLAGA","22330"
1225,"51540688V","Joanne","Velez","Betancourt","06104101216@uma.es","JoanneVelezBetancourt@einrot.com","751 540 688","679 825 810","Cañadilla 94","Palos de la Frontera","MÁLAGA","21810"
1226,"66442750P","Porcia","Pedraza","Cruz","06105601217@uma.es","PorciaPedrazaCruz@jourrapide.com","666 442 750","785 192 736","C/ Henan Cortes 66","Colmenar","GRANADA","29170"
1227,"73205755F","Ilario","Fierro","Olivarez","06104301218@uma.es","IlarioFierroOlivarez@rhyta.com","773 205 755","649 105 857","Reyes Católicos 57","Miajadas","MÁLAGA","10100"
1228,"39751194P","Tulio","Peralta","Farias","06104201219@uma.es","TulioPeraltaFarias@rhyta.com","739 751 194","643 794 208","Apartado de Correos 97","Narros de Matalayegua","MÁLAGA","37455"
1229,"86683399A","Clio","Alonzo","Aguilera","06104101220@uma.es","ClioAlonzoAguilera@fleckens.hu","686 683 399","660 569 136","Herrería 34","Nívar","MÁLAGA","18197"
1230,"38454681G","Edilio","Gurule","Arteaga","06104301221@uma.es","EdilioGuruleArteaga@einrot.com","638 454 681","767 472 524","C/ Arana 19","Ossa de Montiel","MÁLAGA","02611"
1231,"33253106M","Mindy","Mondragón","Blanco","06104201222@uma.es","MindyMondragonBlanco@superrito.com","733 253 106","629 096 147","Ctra. Villena 40","Villamuriel de Cerrato","CORDOBA","34190"
1232,"39210765R","Ademaro","Rojas","Renteria","06104101223@uma.es","AdemaroRojasRenteria@teleworm.us","639 210 765","772 782 268","C/ Pablo Iglesias 50","Ventrosa","MÁLAGA","26325"
1233,"62299342C","Memmon","Carbajal","Nevarez","06104201224@uma.es","MemmonCarbajalNevarez@gustr.com","762 299 342","792 638 312","Carretera Cádiz-Málaga 95","Zumaia","MÁLAGA","20750"
1234,"76327761P","Elbio","Pina","Solorio","06105601225@uma.es","ElbioPinaSolorio@teleworm.us","676 327 761","725 761 911","C/ Señores Curas 83","la Torre d'En Besora","CORDOBA","12161"
1235,"34234552L","Dugan","Leal","Cazares","06104101226@uma.es","DuganLealCazares@rhyta.com","634 234 552","792 487 327","Rúa do Paseo 34","Huévar","MÁLAGA","41830"
1236,"87049524A","Jackie","Angulo","Garay","06104101227@uma.es","JackieAnguloGaray@gustr.com","687 049 524","755 427 088","Plazuela do Porto 10","San Juan de la Rambla","MÁLAGA","38420"
1237,"79649374Z","Manzur","Zavala","Quinonez","06104201228@uma.es","ManzurZavalaQuinonez@jourrapide.com","679 649 374","740 286 671","C/ Cuevas de Ambrosio 59","Baños de la Encina","MÁLAGA","23711"
1238,"09385399R","Blas","Regalado","Orosco","06104201229@uma.es","BlasRegaladoOrosco@dayrep.com","609 385 399","673 563 816","Bellavista 49","Coreses","MÁLAGA","49530"
1239,"53357710C","Angie","Carrasquill","Salgado","06104101230@uma.es","AngieCarrasquillSalgado@cuvox.de","753 357 710","716 362 086","C/ Benito Guinea 63","Argentona","MÁLAGA","08310"
1240,"79825810T","Livia","Tijerina","Vazquez","06105601231@uma.es","LiviaTijerinaVazquez@fleckens.hu","679 825 810","635 343 272","Reyes Católicos 70","Valencia de Alcántara","MÁLAGA","10500"
1241,"85192736G","Rode","Guerra","Tello","06104101232@uma.es","RodeGuerraTello@fleckens.hu","785 192 736","633 271 266","Plaza Maior 78","Encinasola de los Comendadores","MÁLAGA","37219"
1242,"49105857R","Calfú","Rincón","Espino","06104201233@uma.es","CalfuRinconEspino@gustr.com","649 105 857","770 560 112","C/ Libertad 12","Nava de Arévalo","MÁLAGA","05216"
1243,"43794208V","Adhemar","Villegas","Valenzuela","06104201234@uma.es","AdhemarVillegasValenzuela@rhyta.com","643 794 208","752 691 100","C/ Angosto 46","Martos","MÁLAGA","23600"
1244,"60569136C","Yosef","Calvillo","Gomez","06104201235@uma.es","YosefCalvilloGomez@teleworm.us","660 569 136","792 491 574","Avenida Cervantes 40","Ea","MÁLAGA","48287"
1245,"67472524G","Inca","Gurule","Merino","06105601236@uma.es","IncaGuruleMerino@jourrapide.com","767 472 524","755 468 640","Boriñaur enparantza 74","Lloret de Vista Alegre","MÁLAGA","07518"
1246,"29096147C","Cleandro","Centeno","Matos","06104201237@uma.es","CleandroCentenoMatos@jourrapide.com","629 096 147","746 855 161","Ctra. Bailén-Motril 4","La Carolina","MÁLAGA","23200"
1247,"72782268T","Favian","Tejeda","Orosco","06105601238@uma.es","FavianTejedaOrosco@rhyta.com","772 782 268","753 899 706","Lamas Carbajal 13","Pruna","CORDOBA","41670"
1248,"92638312A","Goratze","Arellano","Calvillo","06104201239@uma.es","GoratzeArellanoCalvillo@superrito.com","792 638 312","622 321 559","Cercas Bajas 27","Montcada i Reixac","MÁLAGA","08110"
1249,"25761911U","Lihue","Urrútia","Linares","06104101240@uma.es","LihueUrrutiaLinares@jourrapide.com","725 761 911","790 790 199","Ctra. Beas-Cortijos Nuevos 93","Daroca de Rioja","MÁLAGA","26373"
1250,"92487327L","Arador","López","Grijalva","06104201241@uma.es","AradorLopezGrijalva@gustr.com","792 487 327","619 016 116","Carretera 59","Cañete de las Torres","MÁLAGA","14660"
1251,"55427088R","Archer","Rosales","Esquibel","06104101242@uma.es","ArcherRosalesEsquibel@armyspy.com","755 427 088","733 198 936","Cruce Casa de Postas 12","Láchar","MÁLAGA","18327"
1252,"40286671B","Maximino","Bustos","Carrera","06104101243@uma.es","MaximinoBustosCarrera@cuvox.de","740 286 671","658 999 372","Prolongacion San Sebastian 10","Cortelazor","MÁLAGA","21208"
1253,"73563816H","Constantino","Hernández","Montano","06104201244@uma.es","ConstantinoHernandezMontano@jourrapide.com","673 563 816","603 528 664","Apartado de Correos 62","Matilla de los Caños del Río","MÁLAGA","37450"
899,"74339821M","Debra","Menchaca","Patino","06104100890@uma.es","DebraMenchacaPatino@teleworm.us","774 339 821","722 671 245","Alvaro Cunqueiro 35","Gelves","CORDOBA","41120"
900,"87205563O","Hippolyte","Orosco","Lucero","06105600891@uma.es","HippolyteOroscoLucero@dayrep.com","787 205 563","712 322 237","Rio Segura 7","Allo","MÁLAGA","31262"
901,"70418576B","Zahir","Barreto","Betancourt","06104100892@uma.es","ZahirBarretoBetancourt@fleckens.hu","670 418 576","673 740 024","Visitación de la Encina 44","Ledrada","MÁLAGA","37730"
902,"64114772B","Pompei","Benavidez","Portillo","06105600893@uma.es","PompeiBenavidezPortillo@cuvox.de","664 114 772","653 779 032","Fuente del Gallo 86","Oleiros","MÁLAGA","15173"
903,"84723403M","Armentario","Mendoza","Bustos","06104100894@uma.es","ArmentarioMendozaBustos@cuvox.de","784 723 403","732 733 216","Av. Zumalakarregi 7","Torrevieja","MÁLAGA","03180"
904,"46143280A","Ricarda","Abreu","Batista","06104100895@uma.es","RicardaAbreuBatista@gustr.com","646 143 280","650 710 106","C/ Fernández de Leceta 11","San Isidro","MÁLAGA","03350"
905,"35286401B","Rocco","Barragán","Quezada","06104200896@uma.es","RoccoBarraganQuezada@jourrapide.com","735 286 401","710 053 986","Urzáiz 56","Calanda","MÁLAGA","44570"
906,"69328396M","Brandon","Montemayor","Rivero","06104300897@uma.es","BrandonMontemayorRivero@rhyta.com","769 328 396","641 062 035","Cartagena 27","Yecla","CORDOBA","30510"
907,"25589429B","Nelo","Bermúdez","Reyes","06104100898@uma.es","NeloBermudezReyes@jourrapide.com","625 589 429","774 726 726","Boriñaur enparantza 16","Es Migjorn Gran","MÁLAGA","07749"
908,"06981885A","Argenis","Amaya","Ibarra","06104200899@uma.es","ArgenisAmayaIbarra@cuvox.de","606 981 885","754 620 123","Camiño Ancho 57","Beleña","JAEN","37789"
909,"20299715H","Kimberly","Hinojosa","Santillan","06104200900@uma.es","KimberlyHinojosaSantillan@jourrapide.com","720 299 715","676 056 510","Canónigo Valiño 27","Chiva","CORDOBA","46370"
910,"18123529O","Lauren","Ontiveros","Granado","06104200901@uma.es","LaurenOntiverosGranado@rhyta.com","718 123 529","762 928 518","Pascual Yunquera 74","Baza","MÁLAGA","18800"
911,"89838579A","Lotario","Alvarado","Sarabia","06104100902@uma.es","LotarioAlvaradoSarabia@rhyta.com","689 838 579","771 023 380","Plaza Colón 37","Ponferrada","MELILLA","24400"
912,"90597865A","Inti","Arteaga","Alcaraz","06104100903@uma.es","IntiArteagaAlcaraz@jourrapide.com","690 597 865","779 719 317","Ctra. Villena 87","Laviana","MÁLAGA","33980"
913,"74045347A","Abraham","Alfaro","Quinones","06104200904@uma.es","AbrahamAlfaroQuinones@fleckens.hu","774 045 347","681 833 282","Ventanilla de Beas 24","Valdetorres de Jarama","CADIZ","28150"
914,"22671245V","Dion","Velez","Zelaya","06105600905@uma.es","DionVelezZelaya@dayrep.com","722 671 245","731 626 856","Canónigo Valiño 2","Alcácer","MÁLAGA","46290"
915,"12322237B","Hilario","Bernal","Cisneros","06105600906@uma.es","HilarioBernalCisneros@cuvox.de","712 322 237","617 303 085","Salzillo 43","Vilariño de Conso","MÁLAGA","32557"
916,"73740024V","Alvaro","Veliz","Guerrero","06105600907@uma.es","AlvaroVelizGuerrero@cuvox.de","673 740 024","791 556 064","Ctra. de Fuentenueva 90","El Escorial","MÁLAGA","28280"
917,"53779032B","Itxaso","Benavides","Morales","06104100908@uma.es","ItxasoBenavidesMorales@einrot.com","653 779 032","614 327 069","La Fontanilla 67","Adamuz","MÁLAGA","14430"
918,"32733216S","Clio","Salazar","Valentin","06104100909@uma.es","ClioSalazarValentin@jourrapide.com","732 733 216","737 809 645","C/ Cuevas de Ambrosio 10","Bailén","MÁLAGA","23710"
919,"50710106C","Agnano","Colunga","Zepeda","06104100910@uma.es","AgnanoColungaZepeda@einrot.com","650 710 106","722 151 047","Ourense 45","Els Pallaresos","MÁLAGA","43151"
920,"10053986A","Plotino","Arreola","Chavarria","06104100911@uma.es","PlotinoArreolaChavarria@cuvox.de","710 053 986","780 616 233","Plaza Maior 98","Yecla de Yeltes","MÁLAGA","37219"
921,"41062035S","Natalio","Santillán","Ramon","06104100912@uma.es","NatalioSantillanRamon@rhyta.com","641 062 035","732 846 680","C/ Fernández de Leceta 15","Castalla","MÁLAGA","03420"
922,"74726726V","Karla","Vega","Rangel","06104300913@uma.es","KarlaVegaRangel@fleckens.hu","774 726 726","771 951 835","Lamas Carbajal 17","Pruna","MÁLAGA","41670"
923,"54620123V","Tirso","Vargas","Granados","06104100914@uma.es","TirsoVargasGranados@fleckens.hu","754 620 123","615 642 480","Plaza Colón 1","Balaguer","MÁLAGA","25600"
924,"76056510S","Renato","Sauceda","Aragon","06104100915@uma.es","RenatoSaucedaAragon@fleckens.hu","676 056 510","746 611 001","Reyes Católicos 36","Aranda de Duero","MÁLAGA","09400"
925,"62928518R","Selena","Rico","Archuleta","06104200916@uma.es","SelenaRicoArchuleta@gustr.com","762 928 518","769 772 974","Zumalakarregi etorbidea 66","Fornalutx","MÁLAGA","07109"
926,"71023380A","Kyra","Arredondo","Anguiano","06104300917@uma.es","KyraArredondoAnguiano@superrito.com","771 023 380","681 366 167","Inglaterra 84","Lecrín","MÁLAGA","18656"
927,"79719317G","Ovidio","Garay","Alvarado","06104300918@uma.es","OvidioGarayAlvarado@dayrep.com","779 719 317","682 843 175","C/ Cañada del Rosal 91","Villablanca","MÁLAGA","21590"
928,"81833282L","Calínica","Leyva","Reynoso","06104300919@uma.es","CalinicaLeyvaReynoso@fleckens.hu","681 833 282","794 905 447","San Andrés 68","La Redonda","MÁLAGA","37247"
929,"31626856C","Heber","Castaneda","Cepeda","06104200920@uma.es","HeberCastanedaCepeda@einrot.com","731 626 856","784 865 586","Extramuros 56","Becerril de la Sierra","MÁLAGA","28490"
930,"17303085N","Yeray","Nieto","Lopez","06104200921@uma.es","YerayNietoLopez@dayrep.com","617 303 085","756 840 294","C/ Rosa de los Vientos 47","Jimena de la Frontera","MÁLAGA","11330"
